Points		Gain_val	Throw_val	Gain_win	Throw_win
50		17		1		5000		0
50		5		1		5000		0
50		17		2		3837		1163
100		13		1		5000		0
50		17		3		5000		0
50		5		2		4815		185
150		9		1		5000		0
50		17		4		3632		1368
100		13		2		5000		0
50		5		3		3261		1739
50		17		5		4445		555
100		13		3		3679		1321
50		5		4		1528		3472
50		17		6		5000		0
150		15		1		5000		0
150		9		2		4456		544
50		5		5		1703		3297
100		13		4		3428		1572
50		5		6		3794		1206
50		17		7		3062		1938
150		15		2		3001		1999
50		5		7		1963		3037
50		17		8		3157		1843
150		9		3		4537		463
50		5		8		926		4074
100		13		5		2284		2716
50		17		9		2820		2180
50		5		9		2092		2908
50		17		10		2555		2445
150		15		3		4592		408
50		5		10		962		4038
100		13		6		843		4157
50		18		1		5000		0
150		9		4		2434		2566
50		6		1		5000		0
50		18		2		4615		385
100		13		7		1011		3989
150		15		4		4836		164
50		18		3		3794		1206
50		6		2		4474		526
50		18		4		2840		2160
150		9		5		1604		3396
50		6		3		4432		568
100		13		8		2047		2953
50		18		5		4451		549
50		6		4		412		4588
150		15		5		3117		1883
100		13		9		1637		3363
50		18		6		4999		1
150		9		6		1132		3868
50		6		5		0		5000
50		18		7		4499		501
100		13		10		1602		3398
50		6		6		650		4350
150		15		6		2521		2479
150		9		7		1588		3412
50		18		8		2674		2326
50		6		7		2326		2674
50		18		9		2424		2576
100		14		1		5000		0
50		6		8		1732		3268
150		9		8		1294		3706
50		18		10		2467		2533
50		6		9		1272		3728
150		15		7		934		4066
100		14		2		4261		739
50		6		10		1713		3287
50		19		1		5000		0
150		9		9		2060		2940
50		7		1		5000		0
100		14		3		3452		1548
50		19		2		2947		2053
150		15		8		2011		2989
50		7		2		4522		478
50		19		3		3737		1263
150		9		10		2233		2767
100		14		4		4999		1
50		7		3		4745		255
50		19		4		4615		385
150		15		9		1552		3448
50		19		5		4997		3
50		7		4		1002		3998
100		14		5		3721		1279
50		19		6		4091		909
150		15		10		2074		2926
50		7		5		465		4535
150		10		1		5000		0
50		7		6		2571		2429
100		14		6		1226		3774
50		19		7		2716		2284
50		7		7		2543		2457
150		10		2		4172		828
150		16		1		5000		0
50		7		8		3983		1017
50		19		8		3365		1635
100		14		7		1805		3195
50		7		9		2138		2862
50		19		9		2521		2479
50		7		10		2175		2825
100		14		8		1294		3706
150		16		2		3787		1213
150		10		3		4070		930
50		19		10		1390		3610
50		8		1		5000		0
100		14		9		2356		2644
50		8		2		5000		0
50		20		1		5000		0
150		16		3		4585		415
100		14		10		2633		2367
150		10		4		3508		1492
50		8		3		5000		0
50		20		2		3359		1641
50		8		4		2418		2582
150		16		4		3394		1606
50		20		3		1586		3414
100		15		1		5000		0
50		20		4		2501		2499
50		8		5		3134		1866
150		10		5		2764		2236
50		8		6		888		4112
50		20		5		4474		526
100		15		2		4203		797
50		8		7		951		4049
150		16		5		4708		292
50		20		6		4999		1
150		10		6		830		4170
100		15		3		4261		739
50		8		8		2482		2518
50		20		7		4145		855
50		8		9		2452		2548
150		16		6		3088		1912
100		15		4		4494		506
50		8		10		1756		3244
150		10		7		1551		3449
50		20		8		1965		3035
50		9		1		5000		0
50		9		2		3928		1072
50		20		9		2497		2503
100		15		5		3089		1911
150		10		8		2534		2466
150		16		7		1291		3709
50		20		10		1746		3254
50		9		3		4412		588
100		15		6		1190		3810
150		10		9		1015		3985
150		16		8		568		4432
50		9		4		2551		2449
100		15		7		522		4478
50		9		5		0		5000
100		5		1		5000		0
150		10		10		1519		3481
150		16		9		1906		3094
50		9		6		1480		3520
50		9		7		3909		1091
100		15		8		2236		2764
100		5		2		4999		1
50		9		8		5000		0
150		11		1		5000		0
50		9		9		2718		2282
100		15		9		2978		2022
150		16		10		1899		3101
50		9		10		3615		1385
100		5		3		2629		2371
100		15		10		2247		2753
50		10		1		5000		0
150		11		2		4410		590
150		17		1		5000		0
100		5		4		929		4071
50		10		2		4170		830
100		16		1		5000		0
50		10		3		5000		0
150		11		3		4295		705
100		5		5		1013		3987
150		17		2		3756		1244
50		10		4		3534		1466
100		16		2		4090		910
50		10		5		1405		3595
100		5		6		1240		3760
100		16		3		3879		1121
50		10		6		1973		3027
150		11		4		4741		259
150		17		3		3957		1043
50		10		7		2408		2592
100		5		7		1597		3403
100		16		4		4472		528
50		10		8		1860		3140
100		5		8		1730		3270
150		17		4		4499		501
50		10		9		720		4280
150		11		5		2112		2888
100		16		5		4376		624
100		5		9		1875		3125
50		10		10		3573		1427
50		11		1		5000		0
150		17		5		4022		978
100		5		10		1933		3067
150		11		6		735		4265
100		16		6		3001		1999
50		11		2		4276		724
50		11		3		4417		583
100		6		1		5000		0
150		11		7		3465		1535
50		11		4		4372		628
100		16		7		2009		2991
150		17		6		1698		3302
50		11		5		1737		3263
100		16		8		2375		2625
150		11		8		2004		2996
50		11		6		632		4368
100		6		2		4268		732
150		17		7		806		4194
50		11		7		1261		3739
100		16		9		1793		3207
150		11		9		1705		3295
50		11		8		2138		2862
100		16		10		1902		3098
50		11		9		1527		3473
150		17		8		2222		2778
100		6		3		4001		999
50		11		10		4111		889
150		11		10		3285		1715
100		6		4		2467		2533
100		17		1		5000		0
50		12		1		5000		0
150		17		9		2881		2119
50		12		2		4284		716
100		6		5		458		4542
100		17		2		4421		579
150		12		1		5000		0
50		12		3		4407		593
100		6		6		785		4215
100		17		3		4281		719
150		17		10		3416		1584
50		12		4		5000		0
50		12		5		2807		2193
150		12		2		4251		749
100		17		4		4248		752
100		6		7		2291		2709
50		12		6		5000		0
100		6		8		3631		1369
50		12		7		3402		1598
150		18		1		5000		0
150		12		3		3828		1172
100		17		5		4083		917
50		12		8		1191		3809
100		6		9		3095		1905
150		18		2		4167		833
50		12		9		2202		2798
100		17		6		2727		2273
100		6		10		1798		3202
50		12		10		1763		3237
150		12		4		4492		508
50		13		1		5000		0
150		18		3		4087		913
100		17		7		1682		3318
100		7		1		5000		0
50		13		2		3993		1007
50		13		3		3065		1935
100		17		8		2493		2507
150		12		5		3221		1779
150		18		4		3504		1496
50		13		4		4520		480
100		7		2		4562		438
100		17		9		2081		2919
50		13		5		2797		2203
150		12		6		963		4037
150		18		5		5000		0
50		13		6		1538		3462
100		17		10		1135		3865
100		7		3		4862		138
50		13		7		1566		3434
100		18		1		5000		0
50		13		8		1332		3668
150		12		7		1403		3597
150		18		6		3701		1299
100		7		4		696		4304
50		13		9		2519		2481
100		18		2		3710		1290
50		13		10		1393		3607
150		12		8		2147		2853
100		7		5		2674		2326
100		18		3		2401		2599
50		14		1		5000		0
150		18		7		2111		2889
100		7		6		2197		2803
150		12		9		2202		2798
50		14		2		4209		791
100		18		4		4266		734
50		14		3		4174		826
100		7		7		1126		3874
150		18		8		993		4007
150		12		10		1305		3695
100		18		5		3900		1100
50		14		4		5000		0
100		7		8		1418		3582
50		14		5		4256		744
100		18		6		4512		488
150		18		9		2428		2572
50		14		6		3519		1481
100		7		9		2548		2452
150		13		1		5000		0
50		14		7		2961		2039
100		18		7		3976		1024
100		7		10		3338		1662
50		14		8		1778		3222
150		18		10		3305		1695
150		13		2		4077		923
100		18		8		1894		3106
50		14		9		2084		2916
100		8		1		5000		0
50		14		10		2135		2865
150		19		1		5000		0
100		18		9		2373		2627
150		13		3		4186		814
50		15		1		5000		0
100		18		10		2511		2489
50		15		2		3826		1174
100		8		2		4380		620
150		19		2		4391		609
50		15		3		4512		488
150		13		4		4571		429
100		19		1		5000		0
50		15		4		2711		2289
100		8		3		4808		192
150		19		3		3006		1994
50		15		5		4999		1
100		19		2		3569		1431
50		15		6		2980		2020
100		8		4		2787		2213
150		13		5		4063		937
150		19		4		3924		1076
50		15		7		1713		3287
100		19		3		4067		933
50		15		8		1800		3200
100		8		5		662		4338
100		19		4		4263		737
50		15		9		2271		2729
150		13		6		869		4131
150		19		5		4155		845
50		15		10		3174		1826
100		8		6		359		4641
100		19		5		3419		1581
50		16		1		5000		0
150		13		7		1752		3248
100		8		7		1446		3554
50		16		2		3188		1812
150		19		6		3056		1944
100		19		6		4012		988
50		16		3		3097		1903
100		8		8		2424		2576
50		16		4		5000		0
150		13		8		1700		3300
100		19		7		3079		1921
50		16		5		4247		753
150		19		7		2187		2813
100		8		9		1910		3090
150		13		9		2117		2883
50		16		6		4253		747
100		19		8		1023		3977
100		8		10		1538		3462
50		16		7		1633		3367
150		19		8		1071		3929
50		16		8		2258		2742
100		19		9		2184		2816
100		9		1		5000		0
150		13		10		3230		1770
50		16		9		3165		1835
100		9		2		4117		883
150		19		9		1458		3542
100		19		10		2000		3000
50		16		10		865		4135
150		14		1		5000		0
100		9		3		4801		199
100		20		1		5000		0
150		19		10		719		4281
150		14		2		4487		513
150		14		6		1443		3557
100		20		2		4179		821
100		9		4		3137		1863
150		20		1		5000		0
100		20		3		3642		1358
150		14		3		3574		1426
100		9		5		1537		3463
150		14		7		809		4191
100		20		4		2624		2376
150		20		2		3354		1646
100		9		6		1934		3066
150		14		4		3816		1184
150		14		8		1553		3447
100		20		5		4337		663
100		9		7		847		4153
150		20		3		4124		876
100		20		6		4125		875
150		14		9		1875		3125
100		9		8		1864		3136
150		14		5		3143		1857
100		9		9		2300		2700
150		20		4		4105		895
100		20		7		4031		969
150		14		10		3128		1872
100		9		10		3116		1884
100		11		6		3209		1791
100		10		1		5000		0
150		20		5		3151		1849
100		20		8		2887		2113
100		11		7		1641		3359
100		10		2		4605		395
100		20		9		2784		2216
150		20		6		3437		1563
100		11		8		2926		2074
100		20		10		882		4118
100		10		3		4368		632
100		11		9		936		4064
150		20		7		2445		2555
100		10		4		2666		2334
100		11		10		3656		1344
150		5		1		5000		0
100		10		5		2189		2811
100		12		1		5000		0
150		20		8		1461		3539
100		10		6		1242		3758
100		12		2		4686		314
150		20		9		1539		3461
100		10		7		867		4133
150		5		2		4823		177
100		12		3		4015		985
100		10		8		2570		2430
150		20		10		2054		2946
100		12		4		4999		1
100		10		9		2631		2369
150		5		3		2782		2218
100		12		5		3739		1261
100		11		3		4571		429
100		10		10		4863		137
150		5		4		737		4263
100		12		6		3033		1967
100		11		4		4292		708
100		11		1		5000		0
100		12		7		1433		3567
100		11		5		765		4235
150		5		5		617		4383
100		11		2		4572		428
100		12		8		2536		2464
100		12		9		1047		3953
100		12		10		2141		2859
150		5		6		494		4506
150		5		7		451		4549
150		7		4		1278		3722
150		5		8		1019		3981
150		6		6		631		4369
150		7		5		740		4260
150		5		9		1338		3662
150		6		7		950		4050
150		8		3		4854		146
150		7		6		749		4251
150		6		8		1367		3633
150		5		10		2496		2504
150		7		7		1023		3977
150		8		4		1685		3315
150		6		9		1499		3501
150		7		8		1262		3738
150		8		5		188		4812
150		6		10		1055		3945
150		6		1		5000		0
150		7		9		2319		2681
150		8		6		1612		3388
150		6		2		4909		91
150		7		1		5000		0
150		7		10		3501		1499
150		8		7		2421		2579
150		7		2		4193		807
150		6		3		4332		668
150		8		8		2459		2541
150		8		1		5000		0
150		8		9		1999		3001
150		6		4		1430		3570
150		7		3		4882		118
150		8		2		4403		597
150		8		10		1719		3281
150		6		5		890		4110
